NIT,Razón social de la sociedad,CIIU,Departamento de la dirección del domicilio,Fecha de Corte,Activos corrientes totales (CurrentAssets),Pasivos corrientes totales (CurrentLiabilities),Total de activos (Assets),Total pasivos (Liabilities),Patrimonio total (Equity),Ganancia (pérdida) por actividades de operación (ProfitLossFromOperatingActivities),Ingresos de actividades ordinarias (Revenue),Ganancia (pérdida) (ProfitLoss),dya,cfo,capex_ppe,capex_int,anio,capital_trabajo,ebitda,fcl,tamano,ebitda_margen,margen_neto,roa,apalancamiento,razon_corriente,ebitda_wz,capital_trabajo_wz,fcl_wz,ebitda_neg,capital_trabajo_neg,fcl_neg,periodo,ciiu_2d,margen_ebitda_rel_sector,apalancamiento_rel_sector,depto_norm,semaforo,activos_calc,error_contable,error_contable_pct,inconsistente
900808498,ALANTRADE S.A.S,G4631 - Comercio al por mayor de productos alimenticios,CALDAS,2018-12-31,69740316.0,82154198.0,73271594.0,82154198.0,-8882604.0,-5798419.0,19246151.0,-5799146.0,0.0,1958644.0,,,2018,-12413882.0,-5798419.0,1958644.0,Mediana,-30.1276811140056,-30.13145849266173,-7.914589656668312,112.12284804395003,0.8488953419032829,-5798419.0,-12413882.0,1958644.0,True,True,False,Pre-pandemia (2017-2019),G4,-35.18622155714573,44.65336058828643,CALDAS,Alerta,73271594.0,0.0,0.0,False
900809229,GLAXOSMITHKLINE CONSUMER HEALTHCARE COLOMBIA S.A.S,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",BOGOTA D.C.,2018-12-31,114810971.0,64666274.0,135153815.0,73510835.0,61642980.0,14766873.0,214371392.0,8392485.0,674308.0,3336217.0,,,2018,50144697.0,15441181.0,3336217.0,Grande,7.203004494181761,3.9149276970688325,6.209580543471895,54.390499446870955,1.7754381673513462,15441181.0,50144697.0,3336217.0,False,False,False,Pre-pandemia (2017-2019),C2,-1.6944030292272592,2.410416573197459,"BOGOTA, D.C.",Sano,135153815.0,0.0,0.0,False
900809717,INDUSTRIA GRAFICA LATINOAMERICA  SAS,C1811 - Actividades de impresión,VALLE,2018-12-31,80790719.0,83450838.0,105191505.0,83450838.0,21740667.0,6607773.0,71554556.0,5243164.0,4180192.0,-8752737.0,657156.0,,2018,-2660119.0,10787965.0,-9409893.0,Grande,15.076559206097235,7.327505463104264,4.984398692651084,79.33229779343873,0.9681235196224153,10787965.0,-2660119.0,-9409893.0,False,True,True,Pre-pandemia (2017-2019),C1,6.641202272876155,24.569617277159942,VALLE DEL CAUCA,Alerta,105191505.0,0.0,0.0,False
900816079,PROMOTORA ALIADAS SUR S.A.S,F4111 - Construcción de edificios residenciales,ANTIOQUIA,2018-12-31,13729478.0,12741914.0,13945362.0,13689961.0,255401.0,165576.0,22275163.0,93789.0,,5181564.0,,,2018,987564.0,165576.0,5181564.0,Pequeña,0.7433211599843287,0.4210474239851803,0.6725461841722,98.16855955406535,1.0775051534643854,165576.0,987564.0,5181564.0,False,False,False,Pre-pandemia (2017-2019),F4,-4.653957382010268,18.127672512635755,ANTIOQUIA,Sano,13945362.0,0.0,0.0,False
900818223,RED EAGLE MINING DE COLOMBIA SAS,B0722 - Extracción de oro y otros metales preciosos,ANTIOQUIA,2018-12-31,12925948.0,408232960.0,144865055.0,413780274.0,-268915219.0,-334553388.0,,-334589830.0,915618.0,-223060639.0,,,2018,-395307012.0,-333637770.0,-223060639.0,Grande,,,-230.9665571175878,285.63153066831745,0.031663166051070446,-31625322.799999997,-98029440.48,-109223817.6,True,True,True,Pre-pandemia (2017-2019),B0,,250.56116616926425,ANTIOQUIA,Riesgo alto,144865055.0,0.0,0.0,False
900818642,CONSTRUCCIONES COLOMBIANAS OHL SAS,F4210 - Construcción de carreteras y vías de ferrocarril,BOGOTA D.C.,2018-12-31,172067089.0,77236838.0,199635532.0,198683370.0,952162.0,-85993922.0,134320111.0,-89399702.0,2965818.0,-63679064.0,12324339.0,347600.0,2018,94830251.0,-83028104.0,-76351003.0,Grande,-61.81360585683257,-66.55719782721144,-44.781458042248715,99.52304983463564,2.2277852570816012,-31625322.799999997,94830251.0,-76351003.0,True,False,True,Pre-pandemia (2017-2019),F4,-67.21088439882716,19.482162793206044,"BOGOTA, D.C.",Riesgo alto,199635532.0,0.0,0.0,False
900822541,TE CONNECTIVITY COLOMBIA SAS,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",BOGOTA D.C.,2018-12-31,15568006.0,8118863.0,18803349.0,8118863.0,10684486.0,1719473.0,31182524.0,3891464.0,315333.0,1045793.0,66600.0,,2018,7449143.0,2034806.0,979193.0,Pequeña,6.525469201915792,12.47963121907643,20.69558991858312,43.17774987849239,1.9175106169422984,2034806.0,7449143.0,979193.0,False,False,False,Pre-pandemia (2017-2019),G4,1.4669287587756603,-24.291737577171205,"BOGOTA, D.C.",Sano,18803349.0,0.0,0.0,False
900824185,HP COLOMBIA SAS,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,BOGOTA D.C.,2018-12-31,340752840.0,324408896.0,368058031.0,324408896.0,43649135.0,1942144.0,776631646.0,-22142613.0,4949272.0,24195993.0,11202081.0,,2018,16343944.0,6891416.0,12993912.0,Grande,0.8873467924586734,-2.851108773901289,-6.016065711116083,88.14069213993051,1.0503806899302786,6891416.0,16343944.0,12993912.0,False,False,False,Pre-pandemia (2017-2019),G4,-4.171193650681458,20.67120468426691,"BOGOTA, D.C.",Sano,368058031.0,0.0,0.0,False
900829318,LUXOTTICACOLOMBIASAS,G4610 - Comercio al por mayor a cambio de una retribución o por contrata,BOGOTA D.C.,2018-12-31,20478590.0,14680442.0,23187459.0,14680442.0,8507017.0,4208502.0,32275339.0,2441617.0,455270.0,1602055.0,1329506.0,,2018,5798148.0,4663772.0,272549.0,Pequeña,14.449955118984187,7.5649615949812326,10.529903255031092,63.311991193170414,1.3949573180426038,4663772.0,5798148.0,272549.0,False,False,False,Pre-pandemia (2017-2019),G4,9.391414675844056,-4.157496262493183,"BOGOTA, D.C.",Sano,23187459.0,0.0,0.0,False
900831600,FLP GLOBAL COLOMBIA S.A.S.,K6494 - Otras actividades de distribución de fondos,BOGOTA D.C.,2018-12-31,8152.0,7808.0,38952532.0,7484299.0,31468233.0,680993.0,,422526.0,,4291422.0,,,2018,344.0,680993.0,4291422.0,Mediana,,,1.0847202436031629,19.213896031200232,1.0440573770491803,680993.0,344.0,4291422.0,False,False,False,Pre-pandemia (2017-2019),K6,,5.5987755742717304,"BOGOTA, D.C.",Sano,38952532.0,0.0,0.0,False
900831821,PROMOTORA INMOBILIARIA K7 S.A.S.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,ANTIOQUIA,2018-12-31,52816167.0,25692951.0,52945539.0,52685992.0,259547.0,-18622.0,0.0,-1629.0,,-2483807.0,129372.0,,2018,27123216.0,-18622.0,-2613179.0,Mediana,,,-0.0030767464658353933,99.50978495090965,2.0556676031492063,-18622.0,27123216.0,-2613179.0,True,False,True,Pre-pandemia (2017-2019),L6,,67.06778771591114,ANTIOQUIA,Riesgo alto,52945539.0,0.0,0.0,False
900836968,SIGNIFY COLOMBIANA SAS,G4644 - Comercio al por mayor de aparatos y equipo de uso doméstico,BOGOTA D.C.,2018-12-31,35235239.0,26315677.0,36738088.0,27215677.0,9522411.0,3117882.0,62298828.0,-1046915.0,473136.0,13543620.0,129605.0,,2018,8919562.0,3591018.0,13414015.0,Mediana,5.7641822732202925,-1.680473025913104,-2.8496719807519653,74.08027603396235,1.3389448046500951,3591018.0,8919562.0,13414015.0,False,False,False,Pre-pandemia (2017-2019),G4,0.705641830080161,6.610788578298752,"BOGOTA, D.C.",Sano,36738088.0,0.0,0.0,False
900839078,O-TEK CENTRAL S.A.S.,C2229 - Fabricación de artículos de plástico n.c.p.,BOLIVAR,2018-12-31,20019297.0,28534909.0,80046521.0,62315685.0,17730836.0,417790.0,46991913.0,-4615468.0,3089351.0,355096.0,939710.0,,2018,-8515612.0,3507141.0,-584614.0,Grande,7.4632862892813066,-9.821834663338775,-5.765982009386766,77.8493358880644,0.7015721339780687,3507141.0,-8515612.0,-584614.0,False,True,True,Pre-pandemia (2017-2019),C2,-1.4341212341277139,25.869253014390907,BOLIVAR,Alerta,80046521.0,0.0,0.0,False
900839702,MAF COLOMBIA S A S,K6422 - Actividades de las compañías de financiamiento,BOGOTA D.C.,2018-12-31,398136157.0,284889489.0,410282681.0,284889489.0,125393192.0,-13391898.0,29764349.0,-9667103.0,1172589.0,-259226864.0,153901.0,887028.0,2018,113246668.0,-12219309.0,-260267793.0,Grande,-41.05350666329037,-32.47879871318536,-2.3562054767795573,69.43736652632431,1.3975108678017953,-12219309.0,113246668.0,-109223817.6,True,False,True,Pre-pandemia (2017-2019),K6,-74.37422656445585,55.82224606939581,"BOGOTA, D.C.",Riesgo alto,410282681.0,0.0,0.0,False
900841977,SOLUTIONS 2 GO COLOMBIA LLC SUCURSAL COLOMBIA,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",BOGOTA D.C.,2018-12-31,48994035.0,47596419.0,49137874.0,48290423.0,847451.0,2746825.0,59443396.0,2746825.0,,3201097.0,,,2018,1397616.0,2746825.0,3201097.0,Mediana,4.620908603539407,4.620908603539407,5.590036312926359,98.27536087540133,1.029363889749773,2746825.0,1397616.0,3201097.0,False,False,False,Pre-pandemia (2017-2019),G4,-0.4376318396007246,30.805873419737736,"BOGOTA, D.C.",Sano,49137874.0,0.0,0.0,False
900842071,SUPERMASTICK SAS,"C2022 - Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",BOGOTA D.C.,2018-12-31,19648838.0,6759609.0,69332564.0,16209814.0,53122750.0,4552753.0,44276686.0,3010784.0,1442476.0,5483583.0,3542493.0,0.0,2018,12889229.0,5995229.0,1941090.0,Mediana,13.540374272817077,6.799930780727356,4.342525108403607,23.379798848921844,2.9068009702928084,5995229.0,12889229.0,1941090.0,False,False,False,Pre-pandemia (2017-2019),C2,4.642966749408057,-28.60028402475165,"BOGOTA, D.C.",Sano,69332564.0,0.0,0.0,False
900844719,MILETO CONSTRUCCIONES S A S,F4111 - Construcción de edificios residenciales,BOGOTA D.C.,2018-12-31,28398951.0,334298.0,28405591.0,27967594.0,437997.0,204505.0,10645069.0,75465.0,,-1516559.0,6640.0,,2018,28064653.0,204505.0,-1523199.0,Mediana,1.9211242313225025,0.7089197824833263,0.2656695296359086,98.45806059799988,84.95100479213157,204505.0,28064653.0,-1523199.0,False,False,True,Pre-pandemia (2017-2019),F4,-3.4761543106720945,18.417173556570276,"BOGOTA, D.C.",Alerta,28405591.0,0.0,0.0,False
900844747,BELGRANO CONSTRUCCIONES S A S,F4111 - Construcción de edificios residenciales,BOGOTA D.C.,2018-12-31,31279659.0,851234.0,31279659.0,28552836.0,2726823.0,-5870.0,,-87229.0,,11895.0,,,2018,30428425.0,-5870.0,11895.0,Mediana,,,-0.2788681296046098,91.2824401314605,36.74625191193021,-5870.0,30428425.0,11895.0,True,False,False,Pre-pandemia (2017-2019),F4,,11.241553090030905,"BOGOTA, D.C.",Alerta,31279659.0,0.0,0.0,False
900854841,IMERENT SAS,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",VALLE,2018-12-31,6638986.0,9145627.0,38022186.0,21272970.0,16749216.0,2095786.0,14449742.0,1505161.0,5194652.0,5649245.0,8807481.0,,2018,-2506641.0,7290438.0,-3158236.0,Mediana,50.453758966769094,10.416525083977278,3.958638780000708,55.94883471455323,0.7259191742676582,7290438.0,-2506641.0,-3158236.0,False,True,True,Pre-pandemia (2017-2019),N7,32.40047614684689,-6.022751450024614,VALLE DEL CAUCA,Alerta,38022186.0,0.0,0.0,False
900855679,SAN MARINO FLOWERS SAS,A0125 - Cultivo de flor de corte,CUNDINAMARCA,2018-12-31,14500091.0,14332502.0,43453524.0,31612467.0,11841057.0,3734244.0,43028603.0,3269571.0,2664772.0,1175797.0,2267182.0,183811.0,2018,167589.0,6399016.0,-1275196.0,Mediana,14.871540217096985,7.598599006340039,7.524294232154796,72.75006510404081,1.0116929340041256,6399016.0,167589.0,-1275196.0,False,False,True,Pre-pandemia (2017-2019),A0,6.312110096082904,30.22785928906721,CUNDINAMARCA,Alerta,43453524.0,0.0,0.0,False
900864250,APROPET SAS,C2013 - Fabricación de plásticos en formas primarias,BOGOTA D.C.,2018-12-31,6270964.0,16440549.0,30864131.0,29578346.0,1285785.0,-3157239.0,26743283.0,-7200722.0,2837379.0,-1077829.0,1125174.0,91324.0,2018,-10169585.0,-319860.0,-2294327.0,Mediana,-1.1960386464145034,-26.925347946248785,-23.33038957098776,95.83404761987305,0.3814327611565769,-319860.0,-10169585.0,-2294327.0,True,True,True,Pre-pandemia (2017-2019),C2,-10.093446169823524,43.85396474619955,"BOGOTA, D.C.",Riesgo alto,30864131.0,0.0,0.0,False
900866992,PACTIA S.A.S.,K6630 - Actividades de administración de fondos,ANTIOQUIA,2018-12-31,22904072.0,15599701.0,26050244.0,15599701.0,10450543.0,16610865.0,54394157.0,10372361.0,416131.0,13349394.0,1437200.0,690108.0,2018,7304371.0,17026996.0,11222086.0,Pequeña,31.302987194010562,19.068888226358577,39.81675181238226,59.88312815803184,1.4682378848158693,17026996.0,7304371.0,11222086.0,False,False,False,Pre-pandemia (2017-2019),K6,-2.017732707154913,46.268007701103336,ANTIOQUIA,Sano,26050244.0,0.0,0.0,False
900868271,DECATHLON COLOMBIA SAS,"G4762 - Comercio al por menor de artículos deportivos, en establecimientos especializados",BOGOTA D.C.,2018-12-31,52428548.0,52462808.0,75135290.0,52462808.0,22672482.0,3856759.0,86364549.0,109275.0,1987541.0,19304816.0,31401081.0,,2018,-34260.0,5844300.0,-12096265.0,Mediana,6.767012701009994,0.1265276103045475,0.1454376498713188,69.82445665678539,0.9993469659496685,5844300.0,-34260.0,-12096265.0,False,True,True,Pre-pandemia (2017-2019),G4,1.7084722578698628,2.35496920112179,"BOGOTA, D.C.",Alerta,75135290.0,0.0,0.0,False
900869003,B BRAUN SURGICAL SAS,"C3250 - Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",CUNDINAMARCA,2018-12-31,21662186.0,18957089.0,47070456.0,45957089.0,1113367.0,231405.0,18289569.0,-1339360.0,965740.0,-9811000.0,1435233.0,,2018,2705097.0,1197145.0,-11246233.0,Mediana,6.545506895214426,-7.323081260143419,-2.845436636517819,97.63467980849813,1.142695801027257,1197145.0,2705097.0,-11246233.0,False,False,True,Pre-pandemia (2017-2019),C3,-1.6990322484454472,42.03128813892847,CUNDINAMARCA,Alerta,47070456.0,0.0,0.0,False
900871523,GLOBAL CAR WORLD SAS,G4511 - Comercio de vehículos automotores nuevos,BOGOTA D.C.,2018-12-31,24991560.0,45867711.0,32627773.0,46219872.0,-13592099.0,-3768838.0,16525780.0,-3536957.0,72555.0,12351921.0,,,2018,-20876151.0,-3696283.0,12351921.0,Mediana,-22.366768769764576,-21.40266299079378,-10.840326123391872,141.65806535432253,0.5448617220074488,-3696283.0,-20876151.0,12351921.0,True,True,False,Pre-pandemia (2017-2019),G4,-27.425309212904708,74.18857789865893,"BOGOTA, D.C.",Alerta,32627773.0,0.0,0.0,False
900878893,NEOHYUNDAI S.A.S.,G4511 - Comercio de vehículos automotores nuevos,RISARALDA,2018-12-31,223875461.0,363430116.0,380701266.0,390740802.0,-10039536.0,4442177.0,269140364.0,-33450537.0,10481665.0,-33397663.0,4481691.0,69218.0,2018,-139554655.0,14923842.0,-37948572.0,Grande,5.545003275688518,-12.428658601353455,-8.786557857151966,102.63711652590091,0.6160069051624769,14923842.0,-98029440.48,-37948572.0,False,True,True,Pre-pandemia (2017-2019),G4,0.4864628325483862,35.16762907023731,RISARALDA,Alerta,380701266.0,0.0,0.0,False
900882422,MERCADERIA SAS,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",CUNDINAMARCA,2018-12-31,226579870.0,532031066.0,446010649.0,597543383.0,-151532734.0,-180019621.0,1642540565.0,-215778445.0,43035420.0,25030459.0,55583837.0,,2018,-305451196.0,-136984201.0,-30553378.0,Grande,-8.339775827697746,-13.136871599880395,-48.37966211878497,133.97513811379872,0.42587714229454415,-31625322.799999997,-98029440.48,-30553378.0,True,True,True,Pre-pandemia (2017-2019),G4,-13.398316270837878,66.50565065813512,CUNDINAMARCA,Riesgo alto,446010649.0,0.0,0.0,False
900883717,ALPHA CAPITAL SAS,K6493 - Actividades de compra de cartera o factoring,BOGOTA D.C.,2018-12-31,49074682.0,15250406.0,207571441.0,182142597.0,25428844.0,2073875.0,29241278.0,600954.0,1829706.0,1138520.0,,1152428.0,2018,33824276.0,3903581.0,-13908.0,Grande,13.349556746459577,2.05515641279427,0.2895167066841339,87.74935324556522,3.2179262637335686,3903581.0,33824276.0,-13908.0,False,False,True,Pre-pandemia (2017-2019),K6,-19.9711631547059,74.13423278863672,"BOGOTA, D.C.",Alerta,207571441.0,0.0,0.0,False
900884289,STRACON GYM INTERNATIONAL S.A.C. SUCURSAL COLOMBIA,B0990 - Actividades de apoyo para otras actividades de explotación de minas y canteras,ANTIOQUIA,2018-12-31,20046919.0,30605327.0,53774687.0,35352038.0,18422649.0,-46943511.0,29149135.0,-33618892.0,4435782.0,-17806208.0,4490921.0,,2018,-10558408.0,-42507729.0,-22297129.0,Mediana,-145.8284405351994,-115.33409825025683,-62.51806170438519,65.74103908777748,0.6550140437970161,-31625322.799999997,-10558408.0,-22297129.0,True,True,True,Pre-pandemia (2017-2019),B0,-171.51315132624046,30.670674588724275,ANTIOQUIA,Riesgo alto,53774687.0,0.0,0.0,False
900884935,CFC-SK COVIPACI COLOMBIA SAS,M7010 - Actividades de administración empresarial,BOGOTA D.C.,2018-12-31,20472680.0,376280.0,52403718.0,1291724.0,51111994.0,-183418.0,0.0,9167181.0,,4625190.0,,,2018,20096400.0,-183418.0,4625190.0,Mediana,,,17.493379000322076,2.4649472390489544,54.40810035080259,-183418.0,20096400.0,4625190.0,True,False,False,Pre-pandemia (2017-2019),M7,,-53.71806119738327,"BOGOTA, D.C.",Alerta,52403718.0,0.0,0.0,False
900887433,CNPX SAS EN LIQUIDACION,M7010 - Actividades de administración empresarial,BOGOTA D.C.,2018-12-31,18147376.0,515240.0,76320754.0,515240.0,75805514.0,-5318330.0,,-5129055.0,173489.0,-4864651.0,278929.0,12396302.0,2018,17632136.0,-5144841.0,-17539882.0,Mediana,,,-6.720393511835587,0.6750981522011693,35.221209533421316,-5144841.0,17632136.0,-17539882.0,True,False,True,Pre-pandemia (2017-2019),M7,,-55.50791028423105,"BOGOTA, D.C.",Riesgo alto,76320754.0,0.0,0.0,False
900888191,CIPA BOGOTA S.A.S,C1090 - Elaboración de alimentos preparados para animales,CUNDINAMARCA,2018-12-31,6456925.0,4563874.0,6598555.0,4563874.0,2034681.0,925423.0,37448962.0,458379.0,10155.0,210485.0,,,2018,1893051.0,935578.0,210485.0,Pequeña,2.4982748520506393,1.2240098937855741,6.946657260566896,69.16474894882289,1.4147903732662208,935578.0,1893051.0,210485.0,False,False,False,Pre-pandemia (2017-2019),C1,-5.93708208117044,14.402068432544105,CUNDINAMARCA,Sano,6598555.0,0.0,0.0,False
900890140,GESTIÓN TECNOLÓGICA PORTUARIA S.A.S EN LIQUIDACION,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",VALLE,2018-12-31,11633707.0,2613270.0,15933707.0,2613270.0,13320437.0,13411019.0,9256192.0,9020645.0,2380867.0,3578661.0,,,2018,9020437.0,15791886.0,3578661.0,Pequeña,170.6088853818071,97.45524941574246,56.613599082749545,16.40089151884116,4.451781484500263,15791886.0,9020437.0,3578661.0,False,False,False,Pre-pandemia (2017-2019),N7,152.5556025618849,-45.57069464573668,VALLE DEL CAUCA,Sano,15933707.0,0.0,0.0,False
900893683,SEMILLAS ELITE DE PALMA PARA LAS AMERICAS SAS,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,BOGOTA D.C.,2018-12-31,9757822.0,3038195.0,32999613.0,3540530.0,29459083.0,668923.0,9174192.0,476644.0,567267.0,933931.0,576396.0,,2018,6719627.0,1236190.0,357535.0,Mediana,13.474647140587424,5.195487515412801,1.444392696362833,10.72900460984194,3.211716825286066,1236190.0,6719627.0,357535.0,False,False,False,Pre-pandemia (2017-2019),A0,4.915217019573342,-31.793201205131663,"BOGOTA, D.C.",Sano,32999613.0,0.0,0.0,False
900896246,CLARIANT PLASTICS & COATINGS COLOMBIA SAS,"G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco",CUNDINAMARCA,2018-12-31,33677838.0,30656423.0,62318383.0,31168318.0,31150065.0,5347915.0,63728359.0,1944491.0,1763316.0,4302337.0,475796.0,,2018,3021415.0,7111231.0,3826541.0,Mediana,11.158660150028341,3.0512177475023323,3.1202526548225746,50.01464495636865,1.098557323533799,7111231.0,3021415.0,3826541.0,False,False,False,Pre-pandemia (2017-2019),G4,6.10011970688821,-17.454842499294948,CUNDINAMARCA,Sano,62318383.0,0.0,0.0,False
900896300,TUBOSA S.A.S,C2229 - Fabricación de artículos de plástico n.c.p.,VALLE,2018-12-31,37758476.0,52851241.0,121379235.0,93248528.0,28130707.0,-7347676.0,57233193.0,-16425269.0,1922503.0,8874152.0,3116931.0,26832.0,2018,-15092765.0,-5425173.0,5730389.0,Grande,-9.479067505459637,-28.698851381575025,-13.532190246544229,76.82411905133526,0.7144293168063925,-5425173.0,-15092765.0,5730389.0,True,True,False,Pre-pandemia (2017-2019),C2,-18.376475028868658,24.844036177661764,VALLE DEL CAUCA,Alerta,121379235.0,0.0,0.0,False
900896981,ENDRESS+HAUSER (COLOMBIA) S.A.S.,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,BOGOTA D.C.,2018-12-31,15013330.0,5891813.0,25367972.0,5891813.0,19476159.0,-30328.0,32655251.0,-237491.0,2199628.0,-948454.0,221041.0,0.0,2018,9121517.0,2169300.0,-1169495.0,Pequeña,6.64303575556654,-0.7272674155834846,-0.9361844139531531,23.225400122642835,2.5481681105629117,2169300.0,9121517.0,-1169495.0,False,False,True,Pre-pandemia (2017-2019),G4,1.5844953124264087,-44.24408733302076,"BOGOTA, D.C.",Alerta,25367972.0,0.0,0.0,False
900906350,INSUMOS Y AGREGADOS DE COLOMBIA S.A.S,"B0812 - Extracción de arcillas de uso industrial, caliza, caolín y bentonitas",ANTIOQUIA,2018-12-31,3848928.0,7832605.0,208769816.0,48829489.0,159940327.0,-1240880.0,,-1872473.0,71685.0,33285940.0,57857584.0,,2018,-3983677.0,-1169195.0,-24571644.0,Grande,,,-0.896907913163079,23.38915171530352,0.49139820021563707,-1169195.0,-3983677.0,-24571644.0,True,True,True,Pre-pandemia (2017-2019),B0,,-11.681212783749686,ANTIOQUIA,Riesgo alto,208769816.0,0.0,0.0,False
900907364,EMPRESA COLOMBIA DE CEMENTOS S.A.S,"C2394 - Fabricación de cemento, cal y yeso",ANTIOQUIA,2018-12-31,5900315.0,38710084.0,681417777.0,286274014.0,395143763.0,-4818221.0,,-7037330.0,113938.0,-2967736.0,383103935.0,4119.0,2018,-32809769.0,-4704283.0,-386075790.0,Grande,,,-1.0327482254693217,42.01152709287184,0.15242320321495556,-4704283.0,-32809769.0,-109223817.6,True,True,True,Pre-pandemia (2017-2019),C2,,-9.968555780801658,ANTIOQUIA,Riesgo alto,681417777.0,0.0,0.0,False
900911785,CONSTRUCTORA PUERTO RICO SAS,F4112 - Construcción de edificios no residenciales,BOGOTA D.C.,2018-12-31,37386723.0,36318351.0,37436217.0,36318351.0,1117866.0,1049494.0,29328101.0,703735.0,9010.0,1076059.0,,,2018,1068372.0,1058504.0,1076059.0,Mediana,3.609180151145824,2.3995246061107056,1.879824021748779,97.0139450789058,1.0294168642183121,1058504.0,1068372.0,1076059.0,False,False,False,Pre-pandemia (2017-2019),F4,-1.7880983908487726,16.973058037476207,"BOGOTA, D.C.",Sano,37436217.0,0.0,0.0,False
900912034,BIZAGI LATAM SAS,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,BOGOTA D.C.,2018-12-31,47339498.0,32267110.0,53110783.0,34337273.0,18773510.0,-6857867.0,53240009.0,-7148857.0,1230295.0,-9353078.0,1002863.0,244684.0,2018,15072388.0,-5627572.0,-10600625.0,Mediana,-10.57019355500109,-13.427602914191844,-13.460274159392455,64.65216865659842,1.467113044831099,-5627572.0,15072388.0,-10600625.0,True,False,True,Pre-pandemia (2017-2019),J6,-20.73309499580312,-1.443164736250452,"BOGOTA, D.C.",Riesgo alto,53110783.0,0.0,0.0,False
900915979,C I SHELL COMERCIALIZADORA COLOMBIA SAS,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",BOGOTA D.C.,2018-12-31,23435059.0,24488535.0,23435059.0,24488535.0,-1053476.0,-15042116.0,184818730.0,-16901710.0,0.0,-36318853.0,0.0,0.0,2018,-1053476.0,-15042116.0,-36318853.0,Pequeña,-8.138848264999982,-9.145020096177483,-72.12147407011008,104.49529911573939,0.9569808483847645,-15042116.0,-1053476.0,-36318853.0,True,True,True,Pre-pandemia (2017-2019),G4,-13.197388708140114,37.02581166007579,"BOGOTA, D.C.",Riesgo alto,23435059.0,0.0,0.0,False
900924527,H&M HENNES & MAURITZ COLOMBIA S.A.S,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,BOGOTA D.C.,2018-12-31,121413091.0,76817977.0,180111072.0,176817977.0,3293095.0,7059249.0,146495809.0,-2861832.0,8343094.0,-1066275.0,9263629.0,,2018,44595114.0,15402343.0,-10329904.0,Grande,10.513845484822026,-1.9535248274576917,-1.588926193277002,98.17163100333998,1.5805296590926887,15402343.0,44595114.0,-10329904.0,False,False,True,Pre-pandemia (2017-2019),G4,5.4553050416818945,30.702143547676386,"BOGOTA, D.C.",Alerta,180111072.0,0.0,0.0,False
900925798,ECOPETROL COSTA AFUERA COLOMBIA SAS,B0610 - Extracción de petróleo crudo,BOGOTA D.C.,2018-12-31,16104550.0,3600049.0,16104550.0,3600049.0,12504501.0,-3471992.0,,-4426742.0,,-59211956.0,175644.0,,2018,12504501.0,-3471992.0,-59387600.0,Pequeña,,,-27.48752371224281,22.354235293752385,4.473425222823356,-3471992.0,12504501.0,-59387600.0,True,False,True,Pre-pandemia (2017-2019),B0,,-12.71612920530082,"BOGOTA, D.C.",Riesgo alto,16104550.0,0.0,0.0,False
900925992,AKTOR TECHNICAL SOCIETE ANONYME COLOMBIAN BRANCH,F4290 - Construcción de otras obras de ingeniería civil,BOGOTA D.C.,2018-12-31,85128409.0,23914636.0,87323985.0,69558319.0,17765666.0,27102557.0,146120883.0,17295423.0,39871.0,16452646.0,579207.0,,2018,61213773.0,27142428.0,15873439.0,Grande,18.57532437714601,11.836380019685482,19.806039543431282,79.65545663084433,3.5596782238291227,27142428.0,61213773.0,15873439.0,False,False,False,Pre-pandemia (2017-2019),F4,13.178045835151414,-0.38543041058527194,"BOGOTA, D.C.",Sano,87323985.0,0.0,0.0,False
